time,altitude,phase_angle,airspeed,ergy
5735291.45790427,70750.7995571295,-90.1221323099549,2099.45878187142,2824507
5735301.45790404,70761.1905824357,-91.9154614514888,2099.40715817253,2824480
5735311.49790382,70774.5846569485,-93.7138414519223,2093.89671708804,2813032
5735321.47790359,70782.8624500448,-95.4987864025487,2093.86551640432,2813031
5735331.45790337,70787.6756187469,-97.2836928933531,2093.84721811075,2813031
5735341.49790315,70789.0092647909,-99.079311895895,2093.84185116301,2813030
5735351.47790292,70786.8560795423,-100.864202147072,2093.84948728393,2813029
5735361.4579027,70781.2272431394,-102.64911468665,2093.87004485449,2813028
5735371.49790248,70772.0700499858,-104.44480106772,2093.90374308431,2813026
5735381.47790225,70759.5006848319,-106.22981914988,2093.95014008516,2813025
5735391.45790203,70743.4869181325,-108.01492005623,2094.0093463337,2813023
5735401.49790181,70723.9302409459,-109.810856812778,2094.08176827046,2813021
5735411.47790158,70701.0709505666,-111.596184013887,2094.16645461366,2813019
5735421.45790136,70674.840288742,-113.381653758244,2094.26370497876,2813017
5735431.49790114,70645.0766309702,-115.178021420359,2094.37410832243,2813015
5735441.47790091,70612.1677672863,-116.963835972841,2094.49621949538,2813012
5735451.57342571,70574.688025922,-118.7812662689,2094.63565123723,2813008
5735461.49342571,70533.6529343462,-120.556775696642,2094.78738920247,2813003
5735471.50305829,70490.1239732041,-122.341413769131,2094.94800421183,2812999
5735481.5030583,70443.6021057394,-124.131749258106,2095.12041450229,2812995
5735491.50305831,70394.0060866193,-125.922364792263,2095.304355483,2812991
5735501.50305832,70341.3351808949,-127.713278317664,2095.49960085886,2812986
5735511.50305833,70285.7213992227,-129.504507500196,2095.70596163929,2812981
5735521.50305834,70227.1995274894,-131.296069632647,2095.92318419654,2812977
5735531.50305835,70165.7907031249,-133.087981634172,2096.15101812127,2812971
5735541.50305836,70101.6351311273,-134.880260033072,2096.38920480578,2812966
5735551.50305837,70034.7374210153,-136.672920949129,2096.6374714309,2812961
5735561.46305837,69965.4852327234,-138.458807021622,2096.89444950311,2812955
5735571.58305838,69892.6311714037,-140.273801741878,2097.16391317999,2812947
5735581.52523367,69818.6785599171,-142.053740207177,2097.43284877491,2812930
5735591.48523345,69742.7786107046,-143.840893177628,2097.70457782425,2812903
5735601.44523322,69664.5917117136,-145.628484039961,2097.97947220987,2812864
5735611.545233,69583.0650027753,-147.441657032578,2098.25963332554,2812810
5735621.50523278,69500.5158241841,-149.230152683944,2098.53634885289,2812740
5735631.46523255,69415.9370544449,-151.019106612558,2098.81262177411,2812654
5735641.56523233,69328.1583228355,-152.833679330119,2099.09143499533,2812547
5735651.52523211,69239.6721065328,-154.623569718324,2099.36419843537,2812422
5735661.48523188,69149.3567686545,-156.413929938335,2099.63397267598,2812277
5735671.44523166,69057.2620697519,-158.204762094312,2099.90000155256,2812109
5735681.54523143,68962.124281878,-160.02124988057,2100.165218758,2811916
5735691.50523121,68866.6021870283,-161.813035831098,2100.42161635846,2811700
5735701.46523099,68769.4512168949,-163.605295596798,2100.67231202953,2811460
5735711.56523076,68669.3203009042,-165.423230988558,2100.92023913743,2811191
5735721.52523054,68569.0027165404,-167.216442707427,2101.15808968889,2810898
5735731.48523032,68467.152578528,-169.010125020191,2101.38894981773,2810579
5735741.4452301,68363.7759617916,-170.804276018418,2101.61244510108,2810231
5735751.54522987,68257.4277692207,-172.624122336854,2101.83123980048,2809851
5735761.50522965,68151.0322891121,-174.419210245739,2102.03897241615,2809446
5735771.46522942,68043.1395160054,-176.21475927897,2102.23838608232,2809012
5735781.5652292,67932.1775608216,-178.036014700861,2102.43176984179,2808540
5735791.52522898,67821.2047280539,-179.832482928847,2102.61345614863,2808044
5735801.48522875,67708.6797876513,178.370597629476,2102.78584412018,2807516
5735811.44522853,67594.5613148215,176.573230677598,2102.94861533145,2806954
5735821.54522831,67477.1401340689,174.750146766241,2103.10294245886,2806348
5735831.50522808,67359.6556919765,172.951891499411,2103.24400993796,2805714
5735841.46522786,67240.4077742122,171.153202127522,2103.37414811096,2805042
5735851.56522763,67117.6103406328,169.328791365622,2103.4945169635,2804321
5735861.52522741,66994.558920671,167.52924193951,2103.60083681807,2803569
5735871.48522719,66869.5104648765,165.729273513549,2103.69397875458,2802772
5735881.44522697,66742.3395020659,163.928891861064,2103.77356395756,2801930
5735891.54522674,66611.0833852621,162.102787538766,2103.84020509512,2801027
5735901.50522652,66479.254603092,160.301590842237,2103.89189575563,2800088
5735911.4652263,66344.9108462086,158.499997552099,2103.92960023469,2799100
5735921.56522607,66205.8993420783,156.672680711325,2103.953513519,2798044
5735931.52522585,66065.9855723461,154.870303232562,2103.96285632388,2796951
5735941.48522562,65922.9970563637,153.067542886894,2103.95788061535,2795802
5735951.4452254,65776.7945330931,151.264403374555,2103.93878330331,2794598
5735961.54522518,65624.9936639651,149.435534437731,2103.9049814476,2793317
5735971.50522495,65471.591430173,147.631639623774,2103.85810324174,2791996
5735981.46522473,65314.2653961862,145.827372032915,2103.79807314887,2790615
5735991.56522451,65150.4503616364,143.997362816777,2103.7239851522,2789152
5736001.52522428,64984.4065365375,142.192344296122,2103.63804191,2787646
5736011.48522406,64813.6074367451,140.386951133121,2103.53950106445,2786075
5736021.44522384,64637.7596817998,138.581180868118,2103.42857540086,2784436
5736031.54522361,64453.9551564375,136.749639612641,2103.30371490333,2782704
5736041.50522339,64266.9512370437,134.943098124945,2103.16864388393,2780924
5736051.46522317,64073.8764073928,133.136165596001,2103.02206643826,2779071
5736061.56522294,63871.5320961486,131.303427916926,2102.86194666186,2777114
5736071.52522272,63665.11880137,129.49568530744,2102.69304088902,2775104
5736081.4852225,63451.488794419,127.687526760758,2102.51344338223,2773014
5736091.44522227,63230.2156328065,125.878941452695,2102.32339583588,2770839
5736101.54522205,62997.5828038047,124.044485947626,2102.12028286147,2768544
5736111.50522182,62759.5711189741,122.235002670546,2101.90998972922,2766189
5736121.4652216,62512.5474084817,120.425051539048,2101.69007918657,2763741
5736131.56522138,62252.3331264716,118.589164547635,2101.45745820252,2761158
5736141.52522115,61985.612470364,116.778219324708,2101.21835720997,2758508
5736151.48522093,61708.3263886358,114.966752757324,2100.96801955812,2755747
5736161.44522071,61419.9185214996,113.154746436708,2100.7042238934,2752866
5736171.54522048,61115.4784858892,111.316700759905,2100.4200810296,2749811
5736181.50522026,60802.8580685712,109.503554720044,2100.11985691588,2746654
5736191.46522004,60477.2534787917,107.689819652835,2099.79535662598,2743338
5736201.56521981,60133.1250285159,105.849976297884,2099.43584978755,2739797
5736211.52521959,59779.3014621654,104.03502143067,2099.0444357196,2736107
5736221.48521937,59410.3360711965,102.219452574916,2098.60784284354,2732196
5736231.44521914,59025.4279258919,100.403272074728,2098.11544340427,2728036
5736241.54521892,58617.9318068811,98.5609490662743,2097.54605128121,2723526
5736251.50521869,58198.1918998505,96.7435772916882,2096.90356865226,2718760
5736261.46521847,57759.6823476732,94.9256501719577,2096.16996652644,2713646
5736271.56521825,57294.6832645561,93.0816370234432,2095.32160775784,2708071
5736281.52521802,56814.9011413784,91.2626991197795,2094.37233087921,2702159
5736291.4852178,56312.7065711741,89.4433268374729,2093.2954070589,2695790
5736301.44521758,55786.6987365684,87.6235797662921,2092.07234391053,2688916
5736311.54521735,55227.3912608421,85.777946838566,2090.66025350281,2681367
5736321.50521713,54648.6001874877,83.9576869343065,2089.07083702943,2673281
5736331.46521691,54040.9150477353,82.1373335296093,2087.25219178181,2664472
5736341.56521668,53393.0906782066,80.2914444718013,2085.13164056598,2654696
5736351.52521646,52720.8258816997,78.4713742208831,2082.71741349385,2644099
5736361.48521624,52012.8854041338,76.6517589299832,2079.9216379939,2632407
5736371.44521601,51266.5242057815,74.8328760018499,2076.67134354283,2619446
5736381.54521579,50467.3258976205,72.9895269127118,2072.82064222124,2604796
5736391.50521557,49633.9482461655,71.173244347126,2068.36802730072,2588613
5736401.46521534,48751.7587422881,69.3589939334749,2063.13354497366,2570409
5736411.56521512,47802.8905410208,67.5219831437707,2056.86242369588,2549519
5736421.52521489,46808.7022243405,65.7139584248675,2049.50934051227,2526044
5736431.48521467,45750.8495044441,63.9104699487092,2040.70393409202,2499093
5736441.44521445,44622.9619523004,62.1128335953237,2030.09681168202,2467936
5736451.54521422,43400.3099414103,60.2976159643839,2017.05113035379,2431128
5736461.505214,42108.463060566,58.5172749111477,2001.37986755868,2388600
5736471.46521378,40721.5587710579,56.7492449875137,1982.28122374575,2338656
5736481.56521355,39207.052499803,54.9724336777511,1958.27717721876,2278304
5736491.52521333,37594.9325814558,53.2408597836903,1928.34543332494,2206170
5736501.48521311,35852.2600022808,51.5366855020638,1888.81125101654,2115538
5736511.44521288,33966.5699076642,49.8706368130099,1835.14892251216,1999103
5736521.54521266,31896.0200227195,48.2358047202742,1760.90563361766,1847361
5736531.50521244,29688.8270598412,46.6987492899892,1661.07382846633,1656963
5736541.46521221,27318.7353036599,45.2657495542905,1524.64519435759,1418466
5736551.56521199,24772.0499521862,43.9584957551679,1341.73328624919,1133376
5736561.52521177,22169.1747904598,42.854320060319,1121.96239090219,839010
5736571.48521154,19561.3605533842,41.9693340081426,874.425802020982,568038
5736581.48521132,17065.1319038682,41.3190588184257,620.535703660904,355211
5736591.4852111,14785.7062392265,40.896717236772,405.416694389213,223653
5736592.48521107,14575.0212065333,40.86533881393,385.740480944399,213901
5736593.48521105,14369.305745011,40.8359355658267,364.258122224405,203923
5736594.48521103,14170.0826994348,40.8086488886056,341.146261206086,193909
5736595.48521101,13978.3049211391,40.7835310487223,318.456221538851,184631
5736596.48521098,13793.2236178003,40.7604001855258,300.008525334293,177194
5736597.48521096,13612.0323771266,40.7388265868642,287.38925910922,171790
5736598.48521094,13432.0924531065,40.7184327411714,278.696726324098,167642
5736599.48521092,13251.814498595,40.6989889955687,272.286671862645,164184
5736600.48521089,13070.3691470666,40.6803635874704,267.162281387948,161097
5736601.48521087,12887.39462566,40.662481165643,262.740553999706,158206
5736602.48521085,12702.7757357212,40.6452945226298,258.805069524715,155444
5736603.48521083,12516.4635632373,40.6287658614696,255.285865392627,152787
5736604.48521081,12328.4412428909,40.6128627029064,252.122224940897,150214
5736605.48521078,12138.7208713962,40.5975570476819,249.260606639789,147709
5736606.48521076,11947.3398264144,40.5828244959078,246.654015415818,145259
5736607.48521074,11754.3571465485,40.5686437353928,244.261335645234,142851
5736608.48521072,11559.8505329757,40.5549959687503,242.046659132831,140477
5736609.48521069,11363.9132658405,40.5418644681507,239.978750035984,138128
5736610.48521067,11166.6511979171,40.5292341064288,238.030659896734,135799
5736611.48521065,10968.1797601752,40.5170909508994,236.179663874151,133483
5736612.48521063,10768.6211144739,40.5054219713053,234.406520172414,131178
5736613.4852106,10568.1018830849,40.4942147288368,232.694962719169,128879
5736614.48521058,10366.7510885011,40.4834571187257,231.031373810596,126586
5736615.48521056,10164.6984987792,40.4731371258901,229.404370604391,124296
5736616.48521054,9962.07317360584,40.4632427520278,227.804560646118,122008
5736617.48521051,9759.00230208423,40.4537618306464,226.224326543489,119722
5736618.48521049,9555.61021235934,40.4446820325017,224.657619678518,117436
5736619.48521047,9352.01757574559,40.435990861046,223.099756167545,115152
5736620.48521045,9148.34075852053,40.4276757139984,221.547227414279,112870
5736621.48521043,8944.69137023296,40.4197239678518,219.997487203814,110590
5736622.4852104,8741.17455973884,40.4121229469488,218.461450969121,108315
5736623.48521038,8537.82935370028,40.4048566642716,217.054694137174,106070
5736624.48521036,8334.61906121846,40.3979081632573,215.781689413491,103857
5736625.48521034,8131.51919554302,40.3912623535153,214.617303989702,101668
5736626.48521031,7928.52043661452,40.3849054980683,213.540936361118,99499
5736627.48521029,7725.62536929478,40.3788250047045,212.535668611406,97346
5736628.48521027,7522.8458367103,40.3730091572521,211.587576257472,95206
5736629.48521025,7320.20081103873,40.3674469308835,210.685180294985,93077
5736630.48521022,7117.71464544139,40.3621278981191,209.818994496326,90956
5736631.4852102,6915.4156686276,40.3570421129768,208.981165690686,88842
5736632.48521018,6713.3350230268,40.352179993229,208.165177357313,86734
5736633.48521016,6511.50571274757,40.3475322468079,207.365601481594,84632
5736634.48521013,6309.96187996282,40.3430898701161,206.577893148164,82534
5736635.48521011,6108.7382133971,40.3388441822503,205.798222242553,80440
5736636.48521009,5907.86950434733,40.3347868075376,205.023338617169,78350
5736637.48521007,5707.39031994191,40.3309096822909,204.250462239085,76264
5736638.48521005,5507.33474368218,40.3272050259755,203.477227759242,74180
5736639.48521002,5307.7361858089,40.3236652770993,202.70152172964,72100
5736640.48521,5108.62731957191,40.3202830155802,201.921452559787,70023
5736641.48520998,4910.04002268426,40.3170508081159,201.135313312013,67950
5736642.48520996,4712.00535863789,40.3139610384743,200.341541144927,65879
5736643.48520993,4514.55361138005,40.3110057000587,199.538678186472,63812
5736644.48520991,4317.71433480526,40.3081761911309,198.725344525596,61748
5736645.48520989,4121.51642320037,40.305463124188,197.900205741259,59687
5736646.48520987,3925.98822194524,40.3028561898756,197.061954303729,57629
5736647.48520984,3731.15764168114,40.3003441237215,196.209293923984,55575
5736648.48520982,3537.05228417437,40.297914805824,195.340927800632,53525
5736649.4852098,3343.6995533352,40.295555578158,194.455539704659,51478
5736650.48520978,3151.12683112104,40.2932537771421,193.551782748656,49434
5736651.48520975,2959.36161169293,40.2909975395597,192.628263949693,47395
5736652.48520973,2768.43167522037,40.2887768824439,191.683532381769,45359
5736653.48520971,2578.36524927442,40.2865850554618,190.716073939853,43326
5736654.48520969,2389.19118207507,40.2844201467812,189.724296009437,41298
5736655.48520967,2200.93912588002,40.2822868892865,188.70651455196,39273
5736656.48520964,2013.63969613716,40.2801984580112,187.660940687038,37253
5736657.48520962,1827.32467526605,40.278177966244,186.585660883324,35236
5736658.4852096,1642.02721536998,40.2762595529937,185.478619983305,33224
5736659.48520958,1457.78208457131,40.2744880149183,184.337601696724,31216
5736660.48520955,1274.6259356261,40.2729167369133,183.160246370176,29211
5736661.48520953,1092.59663861676,40.2716020372394,181.94700192671,27212
5736662.48520951,911.758575585904,40.2703386747173,180.637493490808,25207
5736663.44520949,739.961290714797,40.2698890284182,171.291232230071,21885
5736664.50520946,579.515172159183,40.2699495603155,133.184368250963,14521
5736665.48520944,463.374566631508,40.2695449802987,103.284897377606,9854
5736666.46520942,371.686147626606,40.2695147503767,82.7997578892232,7054
5736667.4452094,299.246483434108,40.2693763727554,66.794189485178,5151
5736668.50520937,237.682650484843,40.26893142266,51.5468076452574,3648
5736669.48520935,193.165211362764,40.2685083754655,39.9667225891416,2685
5736670.46520933,158.038284190814,40.2684545267864,31.5975636325933,2042
5736671.44520931,130.356079710065,40.2684349834138,24.1195091435827,1564
5736672.50520928,106.964897579164,40.2682907674958,19.6824615995706,1239
5736673.48520926,89.8184280318674,40.2681739879536,15.7094492018435,1001
5736674.46520924,76.358152788016,40.2680355093055,11.8678586852812,817
5736675.44520922,65.7382750064135,40.268051669326,10.413801320819,697
5736676.5052092,56.7926569657866,40.2680821781454,8.47794615651776,591
5736677.48520917,50.3386198144872,40.2680555474498,6.07228720627832,511
5736678.44520915,41.9664963808609,40.2679599565333,8.76730523203108,448
5736679.44520913,33.9175621758914,40.2680129218375,7.24858164404684,357
5736680.44520911,27.4540238028858,40.2680134581087,5.1056993580573,281
5736681.44520909,22.5130447554402,40.26804439371,4.96883835646111,232
5736682.44520906,18.50151475647,40.2680185635262,3.49424199703397,187
5736683.44520904,15.3488767727977,40.2680259557562,2.25352126238941,153
