time,facing_dot_north
5732791.94199432,0.00668287591856117
5732792.04199431,0.00668317604939055
5732792.14199431,0.00668499486208781
5732792.24199431,0.00668332703151393
5732792.34199431,0.00668603511302129
5732792.44199431,0.00668385482287128
5732792.5419943,0.00668501633464587
5732792.6419943,0.00668549580045261
5732792.7419943,0.00668783082901705
5732792.8419943,0.00668555273207121
5732792.94199429,0.00668883074433346
5732793.04199429,0.00668745155807056
5732793.14199429,0.00668830800034804
5732793.24199429,0.00668889027108268
5732793.34199429,0.00668915382752019
5732793.44199428,0.00669160815127154
5732793.54199428,0.00669015396660487
5732793.64199428,0.00669196891811359
5732793.74199428,0.00669187743609919
5732793.84199427,0.00669240360444784
5732793.94199427,0.00669318370055284
5732794.04199427,0.0066935006115
5732794.14199427,0.00669357377905976
5732794.24199427,0.00669362215495998
5732794.34199426,0.00669357109478145
5732794.44199426,0.00669342759763385
5732794.54199426,0.00669428378540882
5732794.64199426,0.00669329906317451
5732794.74199425,0.00669523172463237
5732794.84199425,0.00669352309480937
5732794.94199425,0.00669387352601424
5732795.04199425,0.00669397098448518
5732795.14199425,0.00669377862294048
5732795.24199424,0.00669396763523479
5732795.34199424,0.00669360161664271
5732795.44199424,0.00669351381073655
5732795.54199424,0.006696899863219
5732795.64199423,0.00669381517925607
5732795.74199423,0.00669539786899872
5732795.84199423,0.00669548881346212
5732795.94199423,0.00669828367650497
5732796.04199423,0.00669573688646806
5732796.14199422,0.00669711584556861
5732796.24199422,0.00669747918788203
5732796.34199422,0.00669786544796688
5732796.44199422,0.00669946881892682
5732796.54199421,0.00669919396893198
5732796.64199421,0.00669982768896323
5732796.74199421,0.00670055442819361
5732796.84199421,0.00670091693240587
5732796.94199421,0.0067013330031599
5732797.0419942,0.00670131811116967
5732797.1419942,0.00670167295165364
5732797.2419942,0.00670151532181985
5732797.3419942,0.00670143987219259
5732797.44199419,0.00670158919648717
5732797.54199419,0.00670347947085257
5732797.64199419,0.00670284828180185
5732797.74199419,0.00670357435947767
5732797.84199419,0.00670405727396291
5732797.94199418,0.00670429514215007
5732798.04199418,0.00670574243023179
5732798.14199418,0.00670519333135564
5732798.24199418,0.00670579063366961
5732798.34199417,0.00670615471331598
5732798.44199417,0.00670664520841364
5732798.54199417,0.00670617293580564
5732798.64199417,0.00670678791092272
5732798.74199416,0.00670687165553419
5732798.84199416,0.00670658826880278
5732798.94199416,0.00670653678624644
5732799.04199416,0.00670638014366589
