time,altitude,phase_angle,airspeed,specific_energy
8787575.239504,11724.6043173146,25.8498445668432,497.244122172863,236401
8787576.23950398,11502.8992027403,25.8093588785515,475.076149251891,223532
8787577.23950396,11284.5039211122,25.7710087447486,453.522828397034,211462
8787578.23950394,11069.5569418626,25.7347436650915,432.441671934654,200092
8787579.23950391,10858.2923681806,25.7005271702186,411.643658308611,189316
8787580.23950389,10651.196595446,25.6683594649319,389.99721102101,178680
8787581.23950387,10449.9477479561,25.6384149054754,364.774691060265,167255
8787582.23950385,10257.1602211064,25.6109844432203,336.183637278533,155407
8787583.23950382,10074.0606284671,25.5861345665105,309.63527287142,145098
8787584.2395038,9897.66215876932,25.5633597334256,292.614731179998,138299
8787585.23950378,9723.21466523758,25.5419647019065,282.745469795798,133804
8787586.23950376,9548.02820376633,25.5215606870152,276.366391509727,130357
8787587.23950373,9370.89593182027,25.5019622508484,271.700859684373,127395
8787588.23950371,9191.33803330117,25.4830781055648,267.884816526476,124657
8787589.23950369,9009.2531526133,25.4648627236688,264.499007164421,122023
8787590.23950367,8824.68043382652,25.4472872098174,261.439744730889,119462
8787591.23950364,8637.6732526077,25.4303256648744,258.716803587125,116972
8787592.23950362,8448.24746861297,25.4139505005703,256.33032716478,114551
8787593.2395036,8256.42995414394,25.3981369567649,254.223026209669,112184
8787594.23950358,8062.26901799487,25.3828637469316,252.346384661167,109855
8787595.23950356,7865.83143809822,25.3681124072192,250.659018713852,107554
8787596.23950353,7667.20062833431,25.3538667351991,249.125375736131,105273
8787597.23950351,7466.47544051101,25.3401122456098,247.714698267632,103002
8787598.23950349,7263.76894618012,25.3268357195706,246.400289966694,100738
8787599.23950347,7059.20661077066,25.3140248252668,245.159041657778,98474
8787600.23950344,6852.92369343014,25.3016677660915,243.973090319473,96207
8787601.23950342,6645.06107392546,25.2897529450167,242.828917329797,93935
8787602.2395034,6435.76283669984,25.2782688337157,241.714826989379,91657
8787603.23950338,6225.17456904391,25.2672039799276,240.620720442521,89370
8787604.23950335,6013.4416964947,25.2565470000676,239.53794859835,87076
8787605.23950333,5800.70793862967,25.2462867040812,238.459176822003,84772
8787606.23950331,5587.11432478426,25.2364121210027,237.378250219771,82460
8787607.23950329,5372.79853544629,25.2269125002762,236.290072961003,80138
8787608.23950326,5157.89438388834,25.2177772985793,235.190486366818,77808
8787609.23950324,4942.53139235359,25.2089961695656,234.076161760438,75469
8787610.23950322,4726.83437121543,25.2005589545548,232.944507727114,73124
8787611.2395032,4510.92306453572,25.1924556800986,231.79357693174,70771
8787612.23950318,4294.91184629744,25.18467656282,230.621980405646,68413
8787613.23950315,4078.90953862236,25.1772120292951,229.428804063914,66049
8787614.23950313,3863.01941473607,25.1700527535316,228.213541921372,63682
8787615.23950311,3647.3392796457,25.1631897012823,226.976030597576,61311
8787616.23950309,3431.96169524523,25.1566141786094,225.716389176949,58939
8787617.23950306,3216.974248952,25.1503178582649,224.434960546471,56565
8787618.23950304,3002.45992598124,25.1442927623715,223.132265154056,54191
8787619.23950302,2788.49743752915,25.1385311516913,221.808956032438,51819
8787620.239503,2575.16157624137,25.1330254205672,220.465789360291,49448
8787621.23950297,2362.52337305492,25.1277678363695,219.103596513747,47081
8787622.23950295,2150.65030556766,25.1227504930419,217.723271273149,44717
8787623.23950293,1939.60648576578,25.1179651039847,216.325743734717,42358
8787624.23950291,1729.45287380216,25.1134028855494,214.91197112755,40005
8787625.23950288,1520.24725092237,25.1090545918459,213.482927573691,37658
8787626.23950286,1312.04432376404,25.1049104937632,212.039607870243,35319
