time,altitude,phase,airspeed,ergy
5.9383e+06,67183.1,165.311,2104.56,2.80708e+06,2.80708e+06
5.93831e+06,67075.2,163.518,2104.78,2.80668e+06,2.80668e+06
5.93832e+06,66964.1,161.692,2104.99,2.80625e+06,2.80625e+06
5.93833e+06,66854,159.898,2105.2,2.80581e+06,2.80581e+06
5.93834e+06,66742.7,158.103,2105.4,2.80536e+06,2.80536e+06
5.93835e+06,66628.2,156.276,2105.6,2.80487e+06,2.80487e+06
5.93836e+06,66514.5,154.48,2105.8,2.80438e+06,2.80438e+06
5.93837e+06,66397.6,152.652,2105.99,2.80386e+06,2.80386e+06
5.93838e+06,66281.5,150.855,2106.17,2.80332e+06,2.80332e+06
5.93839e+06,66162.1,149.026,2106.35,2.80274e+06,2.80274e+06
5.9384e+06,66043.4,147.228,2106.51,2.80214e+06,2.80214e+06
5.93841e+06,65921.2,145.398,2106.68,2.80151e+06,2.80151e+06
5.93842e+06,65799.8,143.6,2106.83,2.80086e+06,2.80086e+06
5.93843e+06,65676.8,141.801,2106.97,2.80018e+06,2.80018e+06
5.93844e+06,65550.1,139.969,2107.11,2.79946e+06,2.79946e+06
5.93845e+06,65424,138.169,2107.23,2.79873e+06,2.79873e+06
5.93846e+06,65293.8,136.337,2107.36,2.79795e+06,2.79795e+06
5.93847e+06,65164.2,134.536,2107.47,2.79715e+06,2.79715e+06
5.93848e+06,65030.2,132.702,2107.58,2.79631e+06,2.79631e+06
5.93849e+06,64896.5,130.901,2107.68,2.79545e+06,2.79545e+06
5.9385e+06,64758.3,129.066,2107.77,2.79454e+06,2.79454e+06
5.93851e+06,64620.2,127.264,2107.85,2.79361e+06,2.79362e+06
5.93852e+06,64479.7,125.461,2107.93,2.79265e+06,2.79266e+06
5.93853e+06,64334.1,123.625,2108,2.79164e+06,2.79164e+06
5.93854e+06,64188.3,121.822,2108.07,2.79061e+06,2.79061e+06
5.93855e+06,64036.9,119.985,2108.12,2.78952e+06,2.78952e+06
5.93856e+06,63885.2,118.18,2108.18,2.78841e+06,2.78841e+06
5.93857e+06,63727.5,116.342,2108.22,2.78724e+06,2.78725e+06
5.93858e+06,63569.1,114.537,2108.26,2.78605e+06,2.78606e+06
5.93859e+06,63404.2,112.698,2108.29,2.7848e+06,2.7848e+06
5.9386e+06,63238.4,110.892,2108.32,2.78353e+06,2.78353e+06
5.93861e+06,63068.7,109.085,2108.34,2.78222e+06,2.78222e+06
5.93862e+06,62891.5,107.244,2108.36,2.78084e+06,2.78084e+06
5.93863e+06,62712.9,105.436,2108.38,2.77944e+06,2.77945e+06
5.93864e+06,62526.3,103.595,2108.4,2.77798e+06,2.77798e+06
5.93865e+06,62338.1,101.786,2108.42,2.7765e+06,2.7765e+06
5.93866e+06,62141,99.9439,2108.43,2.77495e+06,2.77495e+06
5.93867e+06,61942,98.1339,2108.45,2.77338e+06,2.77338e+06
5.93868e+06,61733.5,96.2904,2108.46,2.77172e+06,2.77172e+06
5.93869e+06,61522.7,94.4792,2108.47,2.77004e+06,2.77005e+06
5.9387e+06,61305.5,92.6674,2108.48,2.76831e+06,2.76831e+06
5.93871e+06,61077.7,90.8222,2108.49,2.76648e+06,2.76648e+06
5.93872e+06,60846.9,89.0091,2108.49,2.76462e+06,2.76462e+06
5.93873e+06,60604.5,87.1626,2108.48,2.76265e+06,2.76265e+06
5.93874e+06,60358.7,85.3483,2108.47,2.76064e+06,2.76064e+06
5.93875e+06,60100.4,83.5003,2108.45,2.7585e+06,2.75851e+06
5.93876e+06,59838.2,81.6847,2108.42,2.75632e+06,2.75632e+06
5.93877e+06,59562.3,79.8353,2108.38,2.75399e+06,2.75399e+06
5.93878e+06,59282.2,78.0182,2108.32,2.7516e+06,2.7516e+06
5.93879e+06,58992.4,76.2004,2108.25,2.74908e+06,2.74908e+06
5.9388e+06,58687.2,74.3489,2108.15,2.74638e+06,2.74639e+06
5.93881e+06,58376.7,72.5296,2108.02,2.74359e+06,2.74359e+06
5.93882e+06,58049.2,70.6766,2107.86,2.74059e+06,2.74059e+06
5.93883e+06,57715.9,68.8558,2107.67,2.73747e+06,2.73747e+06
5.93884e+06,57363.9,67.0013,2107.44,2.73411e+06,2.73412e+06
5.93885e+06,57005.2,65.179,2107.18,2.73062e+06,2.73063e+06
5.93886e+06,56626,63.3229,2106.86,2.72685e+06,2.72686e+06
5.93887e+06,56239.2,61.4991,2106.5,2.72293e+06,2.72293e+06
5.93888e+06,55837.2,59.6746,2106.09,2.71875e+06,2.71876e+06
5.93889e+06,55411.5,57.8163,2105.6,2.71423e+06,2.71424e+06
5.9389e+06,54976.3,55.9903,2105.05,2.70949e+06,2.7095e+06
5.93891e+06,54514.8,54.1305,2104.4,2.70433e+06,2.70433e+06
5.93892e+06,54042.3,52.3032,2103.67,2.69889e+06,2.6989e+06
5.93893e+06,53540.6,50.4421,2102.81,2.69293e+06,2.69294e+06
5.93894e+06,53026.1,48.6136,2101.83,2.68662e+06,2.68663e+06
5.93895e+06,52478.8,46.7513,2100.68,2.67967e+06,2.67968e+06
5.93896e+06,51916.6,44.9219,2099.37,2.67225e+06,2.67226e+06
5.93897e+06,51328.4,43.0921,2097.86,2.66418e+06,2.66419e+06
5.93898e+06,50700.7,41.2289,2096.06,2.6552e+06,2.65521e+06
5.93899e+06,50054,39.3989,2094.02,2.64551e+06,2.64552e+06
5.939e+06,49362.4,37.5358,2091.6,2.63466e+06,2.63467e+06
5.93901e+06,48648,35.7064,2088.82,2.62287e+06,2.62288e+06
5.93902e+06,47882,33.8444,2085.53,2.60956e+06,2.60957e+06
5.93903e+06,47088.5,32.0167,2081.73,2.59497e+06,2.59499e+06
5.93904e+06,46235,30.1573,2077.19,2.57831e+06,2.57833e+06
5.93905e+06,45347.9,28.3331,2071.91,2.55985e+06,2.55987e+06
5.93906e+06,44408,26.5116,2065.65,2.53892e+06,2.53894e+06
5.93907e+06,43391.4,24.6606,2058.06,2.51461e+06,2.51463e+06
5.93908e+06,42328.4,22.8474,2049.13,2.48719e+06,2.48721e+06
5.93909e+06,41173.7,21.0073,2038.15,2.45486e+06,2.45488e+06
5.9391e+06,39960.6,19.2078,2025.04,2.41778e+06,2.4178e+06
5.93911e+06,38636.2,17.3858,2008.53,2.37303e+06,2.37306e+06
5.93912e+06,37237.4,15.6095,1988.12,2.32012e+06,2.32015e+06
5.93913e+06,35701.9,13.819,1961.04,2.25326e+06,2.25329e+06
5.93914e+06,34071.5,12.0847,1925.69,2.17028e+06,2.17031e+06
5.93915e+06,32305.5,10.3838,1878.63,2.06522e+06,2.06525e+06
5.93916e+06,30351.3,8.69866,1815.85,1.93194e+06,1.93198e+06
5.93917e+06,28263.8,7.10632,1731.14,1.76308e+06,1.76312e+06
5.93918e+06,25958.9,5.57566,1611.5,1.54243e+06,1.54247e+06
5.93919e+06,23523.9,4.19647,1452.05,1.27616e+06,1.27621e+06
5.9392e+06,20904.2,2.96366,1242.68,970179,970227
5.93921e+06,18276.5,1.97023,984.498,658502,658551
5.93922e+06,15720.4,1.2234,705.639,399146,399192
5.93923e+06,13393.9,0.729147,462.297,235299,235340
5.93923e+06,13178,0.692073,441.267,223772,223812
5.93923e+06,12965.5,0.657029,420.731,212926,212966
5.93923e+06,12756.7,0.623977,400.434,202631,202670
5.93923e+06,12552.2,0.592947,378.655,192225,192263
5.93924e+06,12353.8,0.564112,354.081,181355,181392
5.93924e+06,12163.2,0.537641,328.209,170736,170771
5.93924e+06,11980.7,0.513461,305.693,161881,161914
5.93924e+06,11803.3,0.491097,290.817,155771,155805
5.93924e+06,11627.4,0.470021,281.366,151408,151442
5.93924e+06,11451,0.449923,274.859,147933,147966
5.93924e+06,11272.9,0.430639,269.918,144905,144939
5.93924e+06,11092.8,0.412084,265.799,142099,142133
5.93924e+06,10910.5,0.394209,262.181,139419,139454
5.93924e+06,10725.9,0.376978,258.978,136838,136873
5.93925e+06,10539.2,0.360362,256.124,134334,134370
5.93925e+06,10350.2,0.344335,253.563,131891,131927
5.93925e+06,10159.2,0.328873,251.244,129494,129530
5.93925e+06,9966.03,0.313956,249.126,127131,127168
5.93925e+06,9770.93,0.299566,247.17,124794,124831
5.93925e+06,9573.97,0.285687,245.345,122473,122511
5.93925e+06,9375.27,0.272305,243.624,120164,120202
5.93925e+06,9174.98,0.259405,241.982,117860,117898
5.93925e+06,8973.22,0.246976,240.401,115558,115597
5.93925e+06,8770.14,0.235004,238.87,113257,113296
5.93926e+06,8565.84,0.223475,237.481,110979,111018
5.93926e+06,8360.38,0.212373,236.244,108727,108766
5.93926e+06,8153.77,0.20168,235.132,106493,106533
5.93926e+06,7946.08,0.191382,234.118,104272,104312
5.93926e+06,7737.38,0.181464,233.183,102059,102099
5.93926e+06,7527.73,0.171913,232.309,99851,99890.9
5.93926e+06,7317.22,0.162718,231.482,97644,97684.8
5.93926e+06,7105.92,0.153866,230.688,95438,95478.2
5.93926e+06,6893.92,0.145346,229.918,93229,93269.4
5.93926e+06,6681.32,0.137148,229.161,91016,91057.1
5.93927e+06,6468.19,0.129261,228.41,88799,88840.4
5.93927e+06,6254.64,0.121676,227.658,86577,86618.4
5.93927e+06,6040.74,0.114383,226.9,84349,84390.6
5.93927e+06,5826.59,0.107372,226.128,82116,82156.8
5.93927e+06,5612.28,0.100635,225.339,79875,79916.5
5.93927e+06,5397.89,0.094163,224.529,77628,77669.8
5.93927e+06,5183.51,0.0879476,223.692,75375,75416.4
5.93927e+06,4969.23,0.0819805,222.824,73115,73156.6
5.93927e+06,4755.14,0.0762541,221.922,70849,70890.1
5.93927e+06,4541.33,0.0707608,220.982,68576,68617.1
5.93928e+06,4327.87,0.0654934,219.998,66296,66337.6
5.93928e+06,4114.87,0.0604453,218.968,64010,64051.6
5.93928e+06,3902.4,0.05561,217.885,61718,61759.1
5.93928e+06,3690.56,0.0509819,216.747,59420,59460.5
5.93928e+06,3479.44,0.0465557,215.558,57117,57157.7
5.93928e+06,3269.12,0.0423268,214.324,54812,54852.7
5.93928e+06,3059.67,0.0382915,213.048,52507,52547.7
5.93928e+06,2851.15,0.0344478,211.737,50204,50244.3
5.93928e+06,2643.63,0.0307958,210.394,47904,47944.2
5.93928e+06,2437.15,0.0273397,209.022,45609,45648.7
5.93929e+06,2231.77,0.02409,207.626,43319,43359.3
5.93929e+06,2027.52,0.0210672,206.207,41037,41076.9
5.93929e+06,1824.45,0.0183088,204.769,38763,38802.7
5.93929e+06,1622.59,0.01588,203.313,36498,36537.4
5.93929e+06,1421.97,0.0138916,201.841,34243,34281.8
5.93929e+06,1222.64,0.0125286,200.354,31998,32036.5
5.93929e+06,1024.61,0.0120993,198.851,29763,29801.8
5.93929e+06,824.297,0.011937,192.976,26655,26692.3
5.93929e+06,650.871,0.00632814,163.299,19678,19709.3
5.93929e+06,504.943,0.00288845,136.155,14190,14216.7
5.9393e+06,384.526,0.00101156,110.693,9873,9894.95
5.9393e+06,281.483,6.90576e-05,84.4206,6306,6322.53
5.9393e+06,210.437,-0.000306402,60.8902,3905,3916.77
5.9393e+06,162.121,-0.00043157,37.7489,2295,2301.93
5.9393e+06,134.161,-0.000455915,23.6588,1591,1595.24
5.9393e+06,112.09,-0.00050036,18.305,1263,1266.55
5.9393e+06,96.1338,-0.000511585,14.4437,1044,1046.91
5.9393e+06,83.5318,-0.000500386,11.3986,882,884.017
5.9393e+06,73.5797,-0.000473181,8.99588,760,761.945
5.9393e+06,65.1585,-0.000432637,6.96434,662,663.168
5.93931e+06,59.0737,-0.000390014,5.49687,593,594.366
5.93931e+06,54.271,-0.000346014,4.33873,541,541.581
5.93931e+06,50.4809,-0.000303047,3.42399,500,500.869
5.93931e+06,44.4331,-0.000283569,7.25118,461,461.998
5.93931e+06,37.9748,-0.000248184,5.69986,388,388.627
5.93931e+06,32.9062,-0.000211688,4.47242,332,332.684
5.93931e+06,28.9241,-0.000177741,3.51535,289,289.813
5.93931e+06,25.795,-0.000147584,2.76302,256,256.769
5.93931e+06,23.3367,-0.000121258,2.16985,231,231.2
5.93931e+06,21.4102,-9.49308e-05,1.68953,211,211.382
5.93932e+06,19.9373,-6.89652e-05,1.2545,196,196.299
5.93932e+06,18.8569,-4.86871e-05,0.907722,185,185.329
5.93932e+06,18.1092,-3.32772e-05,0.560653,178,177.743
5.93932e+06,18.1062,-1.18851e-05,0.371524,178,177.625
5.93932e+06,18.2804,-1.90095e-06,0.0891068,179,179.268
5.93932e+06,18.1556,1.42566e-06,0.0407862,178,178.041
5.93932e+06,18.2005,2.21823e-06,0.061502,178,178.482
5.93932e+06,18.2054,1.90375e-06,0.0359706,179,178.529
5.93932e+06,18.1867,1.29274e-06,0.00899799,178,178.345
5.93932e+06,18.1999,6.16934e-07,0.00587004,178,178.475
5.93933e+06,18.1953,0,0.0074285,178,178.429
