time,altitude,phase_angle,airspeed
3989029.66948612,67668.7004853921,173.579131451623,2103.16420388884
3989039.66948613,67563.8522198678,171.774109378547,2103.40816997928
3989049.66948614,67457.5949968899,169.968594401756,2103.64903936679
3989059.66948615,67349.950627209,168.162585403108,2103.88641362183
3989069.66948616,67240.9336473396,166.356081655148,2104.11988976009
3989079.66948617,67130.5588645395,164.549082801629,2104.34907097137
3989089.66948618,67018.8302829409,162.74158884126,2104.57358193094
3989099.66948619,66905.7532217142,160.933600090409,2104.79306972149
3989109.6694862,66791.3150694044,159.125117126086,2105.0072647415
3989119.66948621,66675.5009280632,157.316140697895,2105.21597665469
3989129.66948622,66558.2695076858,155.506671658905,2105.41906054244
3989139.66948623,66439.5952710399,153.696710907704,2105.61640486333
3989149.66948623,66319.4554451227,151.886259365519,2105.80791042341
3989159.66948624,66197.8191288825,150.075317941753,2105.99350446363
3989169.66948625,66074.6479359088,148.263887500469,2106.17313056659
3989179.66948626,65949.8958542197,146.451968816625,2106.34676312914
3989189.66948627,65823.509849076,144.639562546826,2106.51439195543
3989199.66948628,65695.4298597605,142.826669190952,2106.67602654456
3989209.66948629,65565.5891285589,141.013289055167,2106.83171023183
3989219.6694863,65433.914274283,139.199422210556,2106.98149753848
3989229.66948631,65300.3247245154,137.385068458796,2107.12547564584
3989239.66948632,65164.7332274176,135.570227295899,2107.26374147521
3989249.66948633,65027.0456888875,133.754897870445,2107.39642358939
3989259.66948634,64887.1607852164,131.939078952125,2107.5236655133
3989269.66948635,64744.9703764658,130.122768892245,2107.64563067183
3989279.66948636,64600.3596123836,128.305965585391,2107.76250660159
3989289.66948636,64453.2063841785,126.488666432766,2107.87450122725
3989299.66948637,64303.3813851548,124.670868309786,2107.98183156642
3989309.66948638,64150.7483781767,122.852567533431,2108.08473513732
3989319.66948639,63995.1638772488,121.033759815234,2108.1834781771
3989329.6694864,63836.477278613,119.214440238209,2108.27832658419
3989339.66948641,63674.5301100303,117.394603222942,2108.36956102719
3989349.66948642,63509.1568662872,115.574242503149,2108.45746843046
3989359.66948643,63340.1845455217,113.753351090961,2108.54235290245
3989369.66948644,63167.4327483629,111.931921245215,2108.62453062477
3989379.66948645,62990.7131648462,110.109944442068,2108.70432760921
3989389.66948646,62809.8308985472,108.287411336371,2108.78209534336
3989399.66948647,62624.583991301,106.464311723317,2108.85819257484
3989409.66948648,62434.761809776,104.640634512017,2108.93299678849
3989419.66948649,62240.1464758073,102.816367685356,2109.00689113721
3989429.6694865,62040.5122195537,100.991498327771,2109.08007891451
3989439.6694865,61835.6252072639,99.1660128898338,2109.15237787587
3989449.66948651,61625.2432531451,97.3398973759777,2109.22349579365
3989459.66948652,61409.1152105303,95.5131374031859,2109.29303223969
3989469.66948653,61186.9805918641,93.6857182760439,2109.36047049304
3989479.66948654,60958.5681196831,91.8576250616836,2109.4251549265
3989489.66948655,60723.5953521736,90.0288426993828,2109.48626884264
3989499.66948656,60481.7678068143,88.1993561168678,2109.54280730682
3989509.66948657,60232.7775750831,86.3691503705188,2109.59354842604
3989519.66948658,59976.3020763003,84.5382108177651,2109.63700688304
3989529.66948659,59712.0024962962,82.7065233231994,2109.67139898463
3989539.6694866,59439.5223750923,80.8740744990702,2109.69458775833
3989549.66948661,59158.4853700794,79.0408519882493,2109.70401991967
3989559.66948662,58868.4930941762,77.2068448026239,2109.69666546633
3989569.66948663,58569.1227155974,75.3720435752007,2109.66945511467
3989579.66948663,58259.9256801759,73.5364401740469,2109.61984354206
3989589.66948664,57940.4254632429,71.7000274483785,2109.54521060995
3989599.66948665,57610.119888493,69.8627992901011,2109.4427216875
3989609.66948666,57268.4863709974,68.0247522067747,2109.30602560108
3989619.66948667,56914.9344940096,66.1858839791062,2109.13530650063
3989629.66948668,56548.83289531,64.3461924047363,2108.92652289021
3989639.66948669,56169.4875013765,62.5056772105933,2108.67516988492
3989649.6694867,55776.1660027718,60.6643396599947,2108.37810087837
3989659.66948671,55368.0971976854,58.8221838555722,2108.02805998468
3989669.66948672,54944.4481709067,56.9792177841422,2107.61798067001
3989679.66948673,54504.3078269355,55.1354539827014,2107.13863562928
3989689.66948674,54046.7107901163,53.2909111939442,2106.58137862556
3989699.66948675,53570.617042294,51.4456149458414,2105.93338081209
3989709.66948676,53074.8807714764,49.5995997198365,2105.18039810944
3989719.66948677,52558.2704258794,47.7529108293984,2104.30556172911
3989729.66948677,52019.4280910785,45.9056064360573,2103.28935256564
3989739.66948678,51456.8831468668,44.0577599429439,2102.10892616215
3989749.66948679,50869.0184863172,42.2094632255362,2100.73923436796
3989759.6694868,50254.0447399773,40.3608298792596,2099.14531675203
3989769.66948681,49609.9910928651,38.5119995643363,2097.29391220658
3989779.66948682,48934.7038837214,36.6631432098042,2095.13907674284
3989789.66948683,48225.7251417191,34.8144689149239,2092.63216511214
3989799.66948684,47480.4055710094,32.9662302372564,2089.70896045406
3989809.66948685,46695.7355403057,31.1187419332712,2086.2809178723
3989819.66948686,45868.374155678,29.2723980073939,2082.24753334744
3989829.66948687,44994.522681637,27.4276889537663,2077.48349093669
3989839.66948688,44069.9102237714,25.5852206960508,2071.84036321467
3989849.66948689,43089.7136092994,23.7457446880851,2065.13241823749
3989859.6694869,42048.4225064174,21.9101950598699,2057.10686055715
3989869.66948691,40939.7537052842,20.0797774832989,2047.44429357522
3989879.66948691,39756.5582459876,18.2560101976754,2035.68392874799
3989889.66948692,38490.5823680537,16.4409393288581,2021.17841879003
3989899.66948693,37132.3965565752,14.6373028995414,2002.96804514917
3989909.66948694,35671.2418811604,12.8490732327798,1979.3154905604
3989919.66948695,34094.7950748239,11.0820127047743,1948.10990789728
3989929.66948696,32388.9772326861,9.34415203211434,1906.61294737834
3989939.66948697,30538.0946795413,7.64654180014663,1850.95077785679
3989949.66948698,28526.5470267325,6.00492407098132,1774.97611181081
3989959.66948699,26342.1263633871,4.44222067033636,1670.05098695895
3989969.669487,23981.5401236838,2.98977869656819,1528.26840268913
3989979.66948701,21458.5517637793,1.68560000938327,1344.33866043371
3989989.66948702,18818.9676834822,0.571102626981822,1119.91938704268
3989999.66948703,16153.8902654818,-0.3179573961144,866.858906854336
3990009.66948704,13604.3262325531,-0.963158798749139,613.304801695246
3990019.66948704,11317.0323089906,-1.38050149936349,398.722111217438
3990029.66948705,9436.1910793531,-1.61070162960176,263.725353722717
3990039.66948706,7483.75782477716,-1.7597424083399,244.659606071565
3990049.66948707,5354.06872048206,-1.86105301754524,238.776356613
3990059.66948708,3136.66357782763,-1.92897494983769,232.560953787492
3990069.66948709,955.566470469348,-1.97650192412022,180.183760690303
3990079.6694871,168.793440640322,-2.00326659831179,26.7468004593307
3990089.66948711,44.9932105521439,-2.00423346817251,4.37381161635439
