time,altitude,phase_angle,airspeed
3989521.61881285,56999.0348865683,83.7792760135497,2108.96981457236
3989531.61881286,56636.7326773695,81.9399573563887,2108.77255220342
3989541.61881287,56261.4391427886,80.0998146348254,2108.53556531765
3989551.61881287,55872.2488171491,78.2588471495164,2108.25526518445
3989561.61881288,55468.2291238512,76.4170564156933,2107.92616143141
3989571.61881289,55048.6797789469,74.5744476575947,2107.53983933894
3989581.6188129,54613.003816992,72.7310315419267,2107.0863002686
3989591.61881291,54160.2071688158,70.8868243913042,2106.559491619
3989601.61881292,53688.9111807134,69.0418480791903,2105.94648911919
3989611.61881293,53198.0918560633,67.1961326603717,2105.23412701053
3989621.61881294,52686.963358587,65.3497214191196,2104.40347181128
3989631.61881295,52153.9624319169,63.5026669913743,2103.43839734487
3989641.61881296,51597.3688149905,61.6550383964654,2102.31686797265
3989651.61881297,51015.8721058012,59.8069186311636,2101.01335474329
3989661.61881298,50408.1615436488,57.9584231899134,2099.4848041054
3989671.61881299,49771.8152308665,56.1096861649044,2097.71210398264
3989681.618813,49104.2647066506,54.260866308359,2095.64376482653
3989691.61881301,48404.5690505387,52.4121759205573,2093.23455012521
3989701.61881301,47669.168830549,50.5638346397047,2090.43371090901
3989711.61881302,46894.4254411187,48.7161641003422,2087.15134065367
3989721.61881303,46079.7640721486,46.8695013070799,2083.29650206336
3989731.61881304,45217.2973741242,45.0243633923931,2078.75117111586
3989741.61881305,44308.0950769335,43.181205662181,2073.37130671371
3989751.61881306,43341.5526272645,41.3409430319629,2066.98266653798
3989761.61881307,42317.5073655423,39.5041974442449,2059.34699907489
3989771.61881308,41228.1943952815,37.6721480286832,2050.1172908498
3989781.61881309,40062.9561104148,35.8464957815047,2038.79212064869
3989791.6188131,38816.8788635124,34.0293257525244,2024.66525458855
3989801.61881311,37482.0235541998,32.2231633484175,2006.76318319394
3989811.61881312,36052.6189296881,30.4321050532123,1982.89244673758
3989821.61881313,34514.0254847992,28.6626792862294,1951.74599576845
3989831.61881314,32829.2633593977,26.9225756036587,1911.26081068367
3989841.61881315,31023.4588528366,25.2207369739689,1856.57002897153
3989851.61881315,29048.6946373528,23.5738119649559,1782.24783297836
3989861.61881316,26895.8704951414,22.0041625017393,1679.49727356583
3989871.61881317,24562.1186346399,20.5437831115489,1541.89538658671
3989881.61881318,22067.9355924784,19.2241866382247,1364.55930472982
3989891.61881319,19438.101127718,18.0864326698141,1148.38682004575
3989901.6188132,16756.7320765442,17.1676643895058,902.967918787618
3989911.61881321,14169.6803860352,16.4921186083944,646.199978888645
3989921.61881322,11813.8378397826,16.0451692465985,426.176122311927
3989931.61881323,9861.64038937958,15.8044902908037,269.274981061859
3989941.61881324,7943.9627755424,15.6558013927991,239.154586971858
3989951.61881325,5911.04799534369,15.5445078401281,217.205867501872
3989961.61881326,3935.79419731488,15.4922728645124,205.493383589304
3989971.61881327,1910.39797714457,15.4753918544609,198.918427488288
3989981.61881328,395.098642864032,15.4701427057092,67.7529917302229
3989991.61881328,82.1891174095217,15.468808233358,11.0740721726312
3990001.61881329,30.854743423406,15.4689341142096,1.81778825947865
time,altitude,phase_angle,airspeed
3988511.60661473,70238.5181043114,-93.3659231521899,2095.41963331464
3988521.58661474,70232.551869414,-95.1536222449779,2095.44156073072
3988531.58661475,70220.6515600332,-96.9413763749352,2095.48465693222
3988541.58661476,70205.0353396902,-98.7327916440133,2095.54068918228
3988551.58661477,70185.8324935286,-100.524304110842,2095.60844025619
3988561.62516946,70163.4142930438,-102.322839937306,2095.68866223839
3988571.6427476,70136.3588679753,-104.117757397645,2095.78617731115
3988581.64274761,70106.6205133531,-105.909687840915,2095.89485581615
3988591.64274762,70074.0129500822,-107.701798620644,2096.01484358716
3988601.64274763,70038.4098127662,-109.4941074093,2096.14600134613
3988611.64274764,69999.8394790961,-111.286631660947,2096.28818862768
3988621.64274764,69958.3532327999,-113.079388601466,2096.44118795429
3988631.64274765,69914.0001720448,-114.8723949295,2096.60416525301
3988641.64274766,69866.8285968713,-116.665666296773,2096.77596062355
3988651.64274767,69816.8902762028,-118.45921740153,2096.9558759047
3988661.64274768,69764.2398755313,-120.253062468724,2097.14378519774
3988671.64274769,69708.9331083628,-122.047215608428,2097.33974734691
3988681.6427477,69651.0264307307,-123.841690547983,2097.54303619489
3988691.64274771,69590.5802845943,-125.636500184159,2097.75300452562
3988701.64274772,69527.6488124705,-127.43165684006,2097.96923404026
3988711.64274773,69462.2953792386,-129.22717231006,2098.19123894003
3988721.64274774,69394.5822060923,-131.023057813069,2098.41853069156
3988731.64274775,69324.5689062038,-132.819324001429,2098.65062343979
3988741.64274776,69252.3172734152,-134.615980933713,2098.88701740982
3988751.64274777,69177.8867536816,-136.413038112811,2099.12724158772
3988761.64274777,69101.3439700789,-138.21050445442,2099.37078479941
3988771.64274778,69022.7475290312,-140.008388299372,2099.61718280631
3988781.64274779,68942.1563993143,-141.806697439834,2099.86597206801
3988791.6427478,68859.6323758723,-143.605439135415,2100.11673604575
3988801.64274781,68775.2284306654,-145.404620138289,2100.36904063395
3988811.64274782,68689.0071800237,-147.204246693916,2100.62248912684
3988821.64274783,68601.0183406293,-149.004324565883,2100.8766851309
3988831.64274784,68511.3198419891,-150.804859057563,2101.13127634399
3988841.64274785,68419.9654058088,-152.605855030501,2101.38587173698
3988851.64274786,68326.997883162,-154.407316873273,2101.64009725509
3988861.64274787,68232.4751541946,-156.209248562393,2101.89362601508
3988871.64274788,68136.4277904517,-158.011653671855,2102.14612166505
3988881.64274789,68038.9092114442,-159.814535386507,2102.39725339183
3988891.6427479,67939.9496116958,-161.617896504403,2102.64668608155
3988901.64274791,67839.5672147291,-163.421739433323,2102.89407942553
3988911.64274791,67737.7824905282,-165.226066209801,2103.13909350067
3988921.64274792,67634.628977382,-167.030878496717,2103.38138199879
3988931.64274793,67530.135050326,-168.836177590193,2103.62059045669
3988941.64274794,67424.3231608636,-170.641964423122,2103.85635412361
3988951.64274795,67317.210736592,-172.448239565411,2104.08830039788
3988961.64274796,67208.8102716638,-174.255003229452,2104.31605761305
3988971.64274797,67099.1283776467,-176.062255291728,2104.53926622288
3988981.64274798,66988.1681082994,-177.86999531927,2104.75759173526
3988991.64274799,66875.924934132,-179.678222603841,2104.97072329275
3989001.642748,66762.3899303058,178.513063780572,2105.17843375891
3989011.64274801,66647.5496548103,176.703864889176,2105.38056948577
3989021.64274802,66531.3830165892,174.894181849238,2105.57700517778
3989031.64274803,66413.8645661642,173.084015827534,2105.76763110645
3989041.64274804,66294.9617517297,171.273367993939,2105.95236807157
3989051.64274804,66174.6372940547,169.46223948537,2106.1311527743
3989061.64274805,66052.846382455,167.650631374262,2106.30394024842
3989071.64274806,65929.5395463621,165.838544630365,2106.47073431456
3989081.64274807,65804.6591121465,164.025980067651,2106.63153418763
3989091.64274808,65678.1428299433,162.212938336054,2106.78636246382
3989101.64274809,65549.9208433317,160.399419862344,2106.935293456
3989111.6427481,65419.9176863771,158.58542482375,2107.07837764067
3989121.64274811,65288.0500711609,156.770953120945,2107.21570279459
3989131.64274812,65154.2296461738,154.956004337363,2107.34739459029
3989141.64274813,65018.3596205311,153.140577681996,2107.47358597851
3989151.64274814,64880.3360326723,151.324671982148,2107.59442489863
3989161.64274815,64740.0489427119,149.508285634473,2107.71009118026
3989171.64274816,64597.3831263357,147.691416566335,2107.82076416619
3989181.64274817,64452.2149779535,145.874062214343,2107.92666546238
3989191.64274818,64304.4130702799,144.056219466211,2108.02802793411
3989201.64274818,64153.8419973115,142.237884643869,2108.12508887622
3989211.64274819,64000.3562219924,140.419053469434,2108.21810038295
3989221.6427482,63843.8050936997,138.599721035193,2108.30733537098
3989231.64274821,63684.029165196,136.779881772346,2108.39307011792
3989241.64274822,63520.8624732769,134.959529421512,2108.47559495946
3989251.64274823,63354.1322145032,133.13865700834,2108.55520404651
3989261.64274824,63183.6578157974,131.317256810446,2108.63220060352
3989271.64274825,63009.2514647847,129.49532032976,2108.70691629533
3989281.64274826,62830.718121436,127.672838245723,2108.77969209452
3989291.64274827,62647.8550940702,125.849800394951,2108.85087948739
3989301.64274828,62460.4519277016,124.026195727017,2108.92084708325
3989311.64274829,62268.2901932887,122.202012282125,2108.98997614994
3989321.6427483,62071.1436635335,120.377237188532,2109.05851221968
3989331.64274831,61868.7791684738,118.551856891902,2109.12632633498
3989341.64274831,61660.9557997714,116.72585737402,2109.19312995474
3989351.64274832,61447.4272611286,114.899224209624,2109.25857769389
3989361.64274833,61227.9463595634,113.071942631611,2109.32217123851
3989371.64274834,61002.2510265098,111.243997801301,2109.38229229626
3989381.64274835,60770.0738326651,109.415375488444,2109.4393623827
3989391.59115656,60533.2014568292,107.595500113403,2109.48812122433
3989401.59115657,60289.2394315368,105.765489730497,2109.528157713
3989411.59115658,60037.8703821126,103.934768401991,2109.56169789244
3989421.59115659,59778.7528324346,102.103321660622,2109.58687613368
3989431.5911566,59511.5285454281,100.271135502982,2109.60203260376
3989441.59115661,59235.8220827128,98.4381967941014,2109.60458124535
3989451.59115662,58951.2387802833,96.6044935206696,2109.59201065374
3989461.59115663,58657.3626250218,94.7700152987191,2109.56077041637
3989471.59115664,58353.7518700684,92.9347531301884,2109.50862490724
3989481.59115665,58039.9381257952,91.0986988760579,2109.43289976379
3989491.59115666,57715.4362815511,89.261845233302,2109.33109304826
3989501.59115667,57379.7274563335,87.4241859379377,2109.20059762484
3989511.59115667,57032.2077143629,85.5857154480733,2109.03887194887
3989521.59115668,56672.215334775,83.7464288016932,2108.84312633892
3989531.59115669,56299.0930770265,81.9063226495845,2108.60869254979
3989541.5911567,55912.1957579881,80.0653960535586,2108.3308008316
3989551.59115671,55510.7986737743,78.2236506370133,2108.00395417629
3989561.59115672,55094.0379272101,76.3810913179366,2107.62130814613
3989571.59115673,54660.9955477134,74.5377275581221,2107.17477315067
3989581.59115674,54210.7885248652,72.6935741418017,2106.65474001316
3989591.59115675,53742.4666331004,70.8486524248384,2106.05011041257
3989601.59115676,53254.8721971728,69.0029922564959,2105.34722432002
3989611.59115677,52746.7552770014,67.1566332520158,2104.53058248708
3989621.59115678,52216.9112152095,65.3096269287027,2103.58200572111
3989631.59115679,51663.9506735604,63.4620392876502,2102.47983620023
3989641.5911568,51086.2057473225,61.6139534282843,2101.19898041122
3989651.5911568,50482.0381914931,59.7654726090886,2099.71012071698
3989661.59115681,49849.6353211586,57.9167246686642,2097.97865154921
3989671.59115682,49186.8041928289,56.0678762555764,2095.93581123942
3989681.59115683,48491.320238892,54.2191412936265,2093.5506570299
3989691.59115684,47760.594597884,52.3707582705367,2090.77225220759
3989701.59115685,46991.4721271136,50.5230174504959,2087.52793665928
3989711.59115686,46180.9503158834,48.6762701214412,2083.72822638843
3989721.59115687,45325.1633943291,46.8309730165902,2079.23453025101
3989731.59115688,44420.6125869536,44.9876970422236,2073.91651018236
3989741.59115689,43462.1829733509,43.1471345127352,2067.60545582661
3989751.5911569,42444.8743293646,41.310147252327,2060.08462538443
3989761.59115691,41362.2477819585,39.4778256230289,2051.04203435033
3989771.59115692,40208.2951396576,37.6515741264643,2040.10205034772
3989781.59115693,38974.5219533294,35.8332055619259,2026.68865545096
3989791.59115694,37651.8625293876,34.0251630095628,2009.98775361555
3989801.59115694,36230.3627979171,32.2308816520773,1988.58052433202
3989811.59115695,34697.9767905369,30.455356575468,1960.5177951633
3989821.59115696,33041.4334314299,28.705706463567,1923.21902700529
3989831.59115697,31245.3709729007,26.9917398703359,1873.43640257017
3989841.59115698,29293.687384433,25.327160940658,1805.95445261073
3989851.59115699,27172.3481256728,23.7319470454017,1712.87637948567
3989861.591157,24874.035748788,22.2343888564543,1585.39158532517
3989871.59115701,22404.6398783263,20.8703087769519,1417.52137045446
3989881.59115702,19796.6924166223,19.6807466373202,1206.94023588508
3989891.59115703,17122.7193544843,18.7047879097383,962.099738609999
3989901.59115704,14506.8586206893,17.9694544287232,703.730571935534
3989911.59115705,12099.1092868658,17.4731808480586,471.095511735868
3989921.59115706,10069.1231219767,17.1852318918157,280.739514294927
3989931.59115707,8256.52741535276,16.9395795466026,243.672328604841
3989941.59115708,6563.14455254795,16.586806900294,227.730385780656
3989951.59115708,4958.88586571545,15.7956855340191,216.71005531582
3989961.59115709,3395.47261537786,14.28397913084,205.089991794561
3989971.5911571,1819.83668438718,12.5748639691592,193.842684593146
3989981.59115711,434.301809512777,16.2844392808162,86.7027247597792
3989991.59115712,88.4692010250874,16.7162302686893,12.2650240278694
3990001.59115713,31.9116746966029,16.7167401300573,2.01244136256165
time,altitude,phase_angle,airspeed
3988511.60487637,70239.4268136201,-93.3650834599319,2095.42034665348
3988521.58487637,70233.5644913608,-95.1527804308951,2095.44189294166
3988531.58487638,70221.7596268832,-96.9405318467543,2095.48461267005
3988541.58487639,70206.2413238297,-98.7319438582707,2095.54029862493
3988551.5848764,70187.1354002033,-100.523452502702,2095.60769178227
3988561.58487641,70164.9713664876,-102.315076105812,2095.68671501886
3988571.58487642,70140.1254346621,-104.106832860466,2095.77727530599
3988581.58487643,70112.5580142491,-105.898740820056,2095.87927675095
3988591.58487644,70081.9871061266,-107.690817863584,2095.99259854643
3988601.58487645,70048.4250194967,-109.483081688495,2096.11711468729
3988611.58487646,70011.9076045011,-111.275549778277,2096.25267780377
3988621.58487647,69972.4751154785,-113.068239391266,2096.39911817628
3988631.58487648,69930.1729036791,-114.861167402492,2096.55586504444
3988641.58487649,69885.0473091322,-116.654349810477,2096.72181320867
3988651.5848765,69837.1474924877,-118.447801601607,2096.89608896396
3988661.5848765,69786.5244280217,-120.24153711796,2097.07837350464
3988671.58487651,69733.2316231496,-122.035570486217,2097.26874385312
3988681.58487652,69677.3252980388,-123.829915664119,2097.46685238576
3988691.58487653,69618.8623724463,-125.624585866179,2097.67186450155
3988701.58487654,69557.9011383472,-127.419593619762,2097.88331921701
3988711.58487655,69494.5022986908,-129.214950923446,2098.10076627848
3988721.58487656,69428.7261593477,-131.01066922835,2098.32373457821
3988731.58487657,69360.6330398751,-132.806759421713,2098.5517437887
3988741.58487658,69290.2857329458,-134.603231822458,2098.78430868273
3988751.60222034,69216.4790859942,-136.403214776187,2099.02640530586
3988761.60222035,69139.8247402619,-138.200492389002,2099.27275086073
3988771.60222035,69061.1071861023,-139.998190219215,2099.52206383094
3988781.60222036,68980.3823484321,-141.796316180294,2099.77386993149
3988791.60222037,68897.7183730091,-143.594877631243,2100.02770609693
3988801.60222038,68813.1617001988,-145.393881388127,2100.28313646041
3988811.60222039,68726.7854404736,-147.193333765329,2100.53976620231
3988821.6022204,68638.6303883522,-148.993240591199,2100.79719848461
3988831.60222041,68548.7683927838,-150.793607197033,2101.05501088953
3988841.60222042,68457.2395981703,-152.59443843946,2101.31284216371
3988851.60222043,68364.1073934693,-154.395738748223,2101.57036549487
3988861.60222044,68269.4115737968,-156.197512141802,2101.82721669787
3988871.60222045,68173.2059846185,-157.999762196606,2102.08303765801
3988881.60222046,68075.5286586637,-159.80249207987,2102.33749832499
3988891.60222047,67976.4228554,-161.605704569918,2102.59024714863
3988901.60222048,67875.9142370385,-163.409402041999,2102.84094159455
3988911.60222049,67774.0155384647,-165.213586480771,2103.0892392101
3988921.60222049,67670.7604509287,-167.018259516643,2103.33481745787
3988931.6022205,67566.1793632531,-168.823422407417,2103.57731833345
3988941.60222051,67460.2991769911,-170.629076033249,2103.81635630961
3988951.60222052,67353.1389692584,-172.435220897553,2104.0515680455
3988961.60222053,67244.7126659814,-174.241857147027,2104.28257411868
3988971.60222054,67135.0309348943,-176.048984575363,2104.50900830665
3988981.60222055,67024.097679855,-177.856602656084,2104.73052957276
3988991.60222056,66911.9117004829,-179.664710578639,2104.94682102443
3989001.60222057,66798.4666490345,178.526692706261,2105.15763134172
3989011.60222058,66683.7502640019,176.717608413009,2105.3627643688
3989021.60222059,66567.7444850361,174.908037852294,2105.56209957134
3989031.6022206,66450.4254065261,173.097982377863,2105.75551805463
3989041.60222061,66331.763707199,171.287443356626,2105.94294258576
3989051.60222062,66211.722544649,169.476422134837,2106.12430353167
3989061.60222062,66090.2608011817,167.664920002565,2106.29955227751
3989071.60222063,65967.3297962639,165.852938153998,2106.46867377763
3989081.60222064,65842.8749789733,164.040477649839,2106.63167607876
3989091.60222065,65716.8355414442,162.227539390112,2106.78857171321
3989101.60222066,65589.1441679016,160.414124060238,2106.93943136608
3989111.60222067,65459.7270217347,158.600232098426,2107.08431620088
3989121.60222068,65328.5041495963,156.785863682821,2107.22329597826
3989131.60222069,65195.3871678223,154.971018682447,2107.35648363184
3989141.6022207,65060.2821524212,153.155696613722,2107.48400552575
3989151.60222071,64923.0877082673,151.339896609751,2107.60602404174
3989161.60222072,64783.6952732893,149.523617357928,2107.72272804389
3989171.60222073,64641.9882456799,147.706857096899,2107.83429352475
3989181.60222074,64497.8469723767,145.889613567788,2107.94093653662
3989191.60222075,64351.143531109,144.071883988269,2108.04286959523
3989201.60222076,64201.7416849367,142.253665019135,2108.14033096371
3989211.60222076,64049.4984282346,140.434952736137,2108.2335796265
3989221.60222077,63894.2636392063,138.61574256451,2108.32289343352
3989231.60222078,63735.8807720973,136.796029282515,2108.40855917088
3989241.60222079,63574.1852279229,134.975806964538,2108.49086058702
3989251.6022208,63409.0055529025,133.155068989894,2108.57008890494
3989261.60222081,63240.1624294959,131.33380798511,2108.64656425541
3989271.60222082,63067.4705670781,129.51201580041,2108.72061119709
3989281.60222083,62890.7362925567,127.689683472343,2108.79257158876
3989291.60222084,62709.7578323035,125.866801192024,2108.8627938163
3989301.60222085,62524.3270355123,124.043358291903,2108.93163953362
3989311.60222086,62334.2273853302,122.219343176247,2108.99949758741
3989321.60222087,62139.2344047505,120.3947433359,2109.06669470154
3989331.60222088,61939.1169083357,118.569545460227,2109.13322832332
3989341.60222089,61733.6338549196,116.74373571969,2109.1988633943
3989351.60222089,61522.537052045,114.917299842673,2109.26328947614
3989361.6022209,61305.5731717712,113.090223183156,2109.3260632829
3989371.60222091,61082.4846135897,111.262490801231,2109.3866047886
3989381.60222092,60853.010063834,109.434087862274,2109.4429135992
3989391.60222093,60616.8739420339,107.605001134763,2109.49325715756
3989401.60222094,60373.754673781,105.775216380173,2109.53804797076
3989411.60222095,60123.3325895963,103.94471916854,2109.5762158265
3989421.60222096,59865.26429434,102.113495308236,2109.60579886596
3989431.60222097,59599.1988638814,100.281531115681,2109.62582925945
3989441.60222098,59324.761890865,98.4488133949696,2109.63369288173
3989451.60222099,59041.5657336105,96.6153300899268,2109.62672505297
3989461.602221,58749.1982993399,94.7810706416797,2109.60149131431
3989471.60222101,58447.2206678994,92.9460259538689,2109.5557285025
3989481.60222102,58135.168691052,91.1101880183027,2109.48715439526
3989491.60222103,57812.5411931054,89.273549675677,2109.3923463498
3989501.60222103,57478.8129310703,87.4361050005724,2109.26867153204
3989511.60222104,57133.4137499831,85.5978488257925,2109.1140666271
3989521.60222105,56775.7340059611,83.7587762983002,2108.92525961645
3989531.60222106,56405.127576151,81.9188842025341,2108.69878787812
3989541.59969177,56021.9211400517,80.0786373011019,2108.42720351742
3989551.5854828,55625.8001681007,78.2397295125013,2108.1048885899
3989561.58548281,55214.1474635816,76.3974021363467,2107.72635337921
3989571.58548282,54786.4732159228,74.5542796879654,2107.28732349127
3989581.58548282,54341.8484292448,72.710375454716,2106.77633990845
3989591.58548283,53879.2839711821,70.8657090843185,2106.18374026404
3989601.58548284,53397.683359884,69.0203079092193,2105.49699113137
3989611.58548285,52895.8843662163,67.1742089076483,2104.70033469056
3989621.58548286,52372.5962854081,65.3274600342957,2103.77691476726
3989631.58548287,51826.4474939456,63.4801234515499,2102.70554770202
3989641.58548288,51255.8843194461,61.6322772977754,2101.46184677485
3989651.58548289,50659.271538756,59.7840195518516,2100.01831527966
3989661.5854829,50034.7177454537,57.9354710450063,2098.34136338289
3989671.58548291,49380.2231443335,56.0867805533384,2096.39297842408
3989681.58548292,48693.5176352016,54.2381295714975,2094.12577344857
3989691.58548293,47972.1023287897,52.3897404945253,2091.48553520286
3989701.58548294,47213.1917948659,50.5418848885419,2088.40056912442
3989711.58548295,46413.6543658165,48.6949041076991,2084.77856523417
3989721.58548296,45570.0353796629,46.8492219564866,2080.51180666749
3989731.58548296,44678.3414364025,45.0053660777758,2075.46554392061
3989741.58548297,43734.1893207973,43.1639883682605,2069.47425120705
3989751.58548298,42732.4523820839,41.3259009967177,2062.34624093678
3989761.58548299,41667.4331230269,39.4921223953806,2053.78271855093
3989771.585483,40532.5104888967,37.6639604284758,2043.45364549138
3989781.58548301,39320.1728335532,35.8430982043541,2030.81325175036
3989791.58548302,38021.7867640198,34.0317981973863,2015.148901132
3989801.58548303,36627.461234478,32.2331566705283,1995.22681195586
3989811.58548304,35125.9117982632,30.4517378887481,1969.17902973739
3989821.58548305,33504.1805183213,28.6940443927003,1934.6676614278
3989831.58548306,31747.6274465492,26.9690786333342,1888.64916618899
3989841.58548307,29840.2192277946,25.2893009483432,1826.6478161688
3989851.58548308,27767.1122513514,23.6727339008959,1741.39379551763
3989861.58548309,25518.5501055353,22.1453203766924,1624.0149204039
3989871.58548309,23096.0072475427,20.7410793864125,1467.72272868907
3989881.5854831,20522.9997589513,19.4999356310106,1268.4367188259
3989891.58548311,17859.9349250005,18.462475148158,1031.8309848647
3989901.58548312,15217.3970159382,17.6600762890061,774.070302102016
3989911.58548313,12746.0040237197,17.1005550845183,530.528824266542
