time,altitude,phase,airspeed,ergy
5.73668e+06,33.9176,0.000141361,7.24858,357,358.87
5.73668e+06,27.454,0.000141898,5.1057,281,282.254
5.73668e+06,22.513,0.000172833,4.96884,232,233.114
5.73668e+06,18.5015,0.000147003,3.49424,187,187.537
5.73668e+06,15.3489,0.000154395,2.25352,153,153.056
5.73668e+06,12.9165,0.000153552,1.93228,128,128.532
5.73669e+06,11.0555,0.000150099,2.2013,110,110.839
5.73669e+06,9.5266,0.000131446,2.00668,95,95.4359
5.73669e+06,8.60392,7.57437e-05,0.879537,85,84.7612
5.73669e+06,7.96689,4.87978e-05,0.46429,78,78.2352
5.73669e+06,7.47749,2.55532e-06,0.460975,73,73.4345
5.73669e+06,7.31825,0,0.107877,72,71.7725
