time,altitude,phase,airspeed,ergy
6.69934e+06,2880.42,0.119959,266.108,63519,63519.1
6.69934e+06,2648.16,0.107702,265.559,61116,61116.3
6.69934e+06,2414.38,0.0958253,264.989,58692,58691.7
6.69934e+06,2179.2,0.0843255,264.39,56244,56244.5
6.69934e+06,1942.76,0.0731975,263.756,53774,53774
6.69934e+06,1705.2,0.0624342,263.077,51280,51279.8
6.69934e+06,1466.65,0.0520265,262.349,48761,48761.4
6.69934e+06,1227.26,0.0419641,261.564,46219,46218.7
6.69934e+06,987.189,0.0322367,260.716,43651,43651.5
6.69935e+06,746.832,0.0225616,192.109,25733,25767.8
6.69935e+06,599.635,0.020228,141.945,15923,15948.7
6.69935e+06,485.782,0.0168753,112.91,11114,11134.4
6.69935e+06,395.814,0.0137103,88.7695,7803,7819.06
6.69935e+06,314.867,0.00969651,66.8047,5305,5317.6
6.69935e+06,261.489,0.00700381,52.2997,3921,3930.84
6.69935e+06,219.564,0.00501586,40.9012,2981,2988.85
6.69935e+06,186.608,0.00358923,31.9806,2335,2340.81
6.69935e+06,156.938,0.00245001,23.999,1822,1826.61
6.69935e+06,136.972,0.00178837,18.6788,1514,1517.38
6.69936e+06,121.327,0.00133677,14.5466,1293,1295.37
6.69936e+06,107.899,0.00104063,16.6165,1193,1195.99
6.69936e+06,91.1629,0.000791195,16.0184,1019,1022.16
6.69936e+06,77.6848,0.000589624,12.5628,838,840.641
6.69936e+06,65.5416,0.000420919,9.49913,686,687.791
6.69936e+06,57.5191,0.00032194,7.45678,590,591.818
6.69936e+06,51.2185,0.000249119,5.85097,518,519.356
6.69936e+06,46.268,0.000194838,4.59568,463,464.26
6.69936e+06,41.8166,0.000148536,3.46695,415,416.062
6.69936e+06,38.8828,0.000118905,2.72046,384,384.986
6.69937e+06,36.5788,9.59471e-05,2.13677,361,360.976
6.69937e+06,34.7722,7.79421e-05,1.66977,342,342.373
6.69937e+06,33.1695,6.32349e-05,1.21738,326,326.004
6.69937e+06,32.1801,5.35737e-05,0.869538,316,315.94
6.69937e+06,31.4668,4.49527e-05,0.642814,309,308.775
6.69937e+06,30.9406,3.66126e-05,0.47909,303,303.522
6.69937e+06,30.5056,2.66402e-05,0.316822,299,299.193
6.69937e+06,30.2594,2.08321e-05,0.217155,297,296.752
6.69937e+06,30.0938,1.56135e-05,0.143793,295,295.115
6.69937e+06,29.9996,9.62899e-06,0.0975937,294,294.185
6.69938e+06,29.9707,0,0.135851,294,293.907
