time,altitude,phase,airspeed,ergy
6.69914e+06,37330.5,24.1061,2072.52,2.49228e+06,2.49232e+06
6.69915e+06,36291,22.2626,2063.36,2.46429e+06,2.46433e+06
6.69916e+06,35181.4,20.4256,2051.9,2.43102e+06,2.43106e+06
6.69917e+06,33959.3,18.5457,2036.96,2.38974e+06,2.38979e+06
6.69918e+06,32682.4,16.7293,2018.39,2.34084e+06,2.34089e+06
6.69919e+06,31307.3,14.9288,1994.57,2.2809e+06,2.28095e+06
6.6992e+06,29778,13.0996,1962.5,2.20386e+06,2.20392e+06
6.69921e+06,28163.6,11.3504,1920.77,2.10843e+06,2.10849e+06
6.69922e+06,26408.3,9.64192,1864.32,1.98583e+06,1.9859e+06
6.69923e+06,24495.6,7.9902,1787.93,1.82907e+06,1.82914e+06
6.69924e+06,22381.9,6.39942,1683.68,1.62895e+06,1.62899e+06
6.69925e+06,20097.5,4.92295,1544.54,1.38346e+06,1.3835e+06
6.69926e+06,17641.9,3.59823,1344.66,1.07207e+06,1.07212e+06
6.69927e+06,15079.7,2.48167,1106.7,756597,756645
6.69928e+06,12493.4,1.60008,850.714,481828,481876
6.69928e+06,12237.5,1.52541,825.02,457891,457939
6.69929e+06,11982.6,1.45321,799.418,434695,434743
6.69929e+06,11728.9,1.38347,773.94,412260,412307
6.69929e+06,11476.4,1.31618,748.62,390601,390649
6.69929e+06,11225.4,1.25132,723.492,369734,369782
6.69929e+06,10975.9,1.18888,698.593,349673,349720
6.69929e+06,10728.2,1.12885,673.963,330426,330473
6.69929e+06,10482.3,1.07119,649.642,312003,312049
6.69929e+06,10238.5,1.01588,625.672,294408,294454
6.69929e+06,9996.81,0.962881,602.096,277643,277688
6.69929e+06,9757.4,0.912168,578.954,261705,261750
6.6993e+06,9520.39,0.863698,556.261,246573,246618
6.6993e+06,9285.92,0.817431,534.028,232224,232269
6.6993e+06,9054.12,0.773326,512.279,218642,218686
6.6993e+06,8825.1,0.731337,491.048,205811,205854
6.6993e+06,8598.99,0.691416,470.444,193752,193795
6.6993e+06,8375.83,0.653502,450.485,182434,182476
6.6993e+06,8155.73,0.617545,431.011,171751,171793
6.6993e+06,7938.9,0.583507,411.698,161544,161585
6.6993e+06,7726.09,0.55143,390.706,151089,151129
6.6993e+06,7519.06,0.521499,366.862,140079,140118
6.69931e+06,7319.58,0.493883,341.806,129294,129331
6.69931e+06,7127.76,0.468505,320.164,120295,120332
6.69931e+06,6940.65,0.444898,306.002,114069,114105
6.69931e+06,6754.69,0.422546,297.207,109634,109669
6.69931e+06,6567.7,0.401134,291.412,106134,106170
6.69931e+06,6378.56,0.380493,287.251,103114,103151
6.69931e+06,6186.75,0.360531,283.974,100336,100373
6.69931e+06,5992.08,0.341197,281.227,97688,97725.5
6.69931e+06,5794.5,0.322457,278.913,95139,95177.4
6.69931e+06,5593.98,0.30428,276.964,92667,92706
6.69932e+06,5390.53,0.286641,275.318,90253,90292.4
6.69932e+06,5184.17,0.269518,273.922,87881,87920.6
6.69932e+06,4974.98,0.252893,272.734,85538,85578.5
6.69932e+06,4763.03,0.236749,271.717,83215,83256.6
6.69932e+06,4548.4,0.221072,270.838,80904,80945.6
6.69932e+06,4331.19,0.205849,270.069,78596,78638.7
6.69932e+06,4111.49,0.191068,269.381,76286,76328.5
6.69932e+06,3889.4,0.176721,268.758,73969,74011.9
6.69932e+06,3665.03,0.162796,268.183,71641,71684.4
6.69932e+06,3438.5,0.149285,267.636,69298,69342.6
6.69933e+06,3209.93,0.136179,267.102,66938,66982.9
6.69933e+06,2979.45,0.123468,266.576,64560,64605.4
6.69933e+06,2747.19,0.111143,266.041,62161,62206.8
6.69933e+06,2513.3,0.099193,265.488,59740,59786.1
6.69933e+06,2277.93,0.0876091,264.907,57296,57342.3
6.69933e+06,2041.25,0.0763827,264.292,54829,54875
6.69933e+06,1803.41,0.0655043,263.633,52337,52383.7
6.69933e+06,1564.58,0.054965,262.924,49821,49868
6.69933e+06,1324.93,0.0447568,262.158,47281,47327.8
6.69933e+06,1084.6,0.0348723,261.327,44716,44763
6.69934e+06,861.251,0.02579,226.648,34077,34118.5
6.69934e+06,679.914,0.0202901,165.915,20394,20424
6.69934e+06,543.11,0.0152936,128.276,13525,13548.6
6.69934e+06,437.471,0.0117231,98.8885,9158,9176.46
6.69934e+06,355.12,0.00908793,76.5788,6398,6412.63
